"Spcode","Species","Site","Plot","Block","Trt","Subplot","Year","max.cover"
131,"Heterotheca_villosa","SGS",8,3,"con","A",2015,0
131,"Heterotheca_villosa","SGS",25,9,"chr","D",2021,1
131,"Heterotheca_villosa","SGS",11,4,"int","B",2014,0
131,"Heterotheca_villosa","CHY",18,6,"con","C",2014,0
131,"Heterotheca_villosa","CHY",4,2,"chr","B",2019,0
131,"Heterotheca_villosa","CHY",15,5,"chr","D",2015,6
131,"Heterotheca_villosa","CHY",22,8,"chr","C",2021,0
131,"Heterotheca_villosa","SGS",4,2,"con","A",2018,5
131,"Heterotheca_villosa","CHY",13,5,"int","D",2013,1
131,"Heterotheca_villosa","CHY",11,4,"int","D",2012,1
131,"Heterotheca_villosa","CHY",8,3,"con","D",2019,21
131,"Heterotheca_villosa","CHY",26,9,"con","C",2017,15
131,"Heterotheca_villosa","CHY",26,9,"con","A",2014,8
131,"Heterotheca_villosa","CHY",20,7,"chr","B",2015,24
131,"Heterotheca_villosa","CHY",18,6,"con","C",2013,0
131,"Heterotheca_villosa","CHY",25,9,"chr","B",2013,0
131,"Heterotheca_villosa","SGS",2,1,"chr","B",2013,0
131,"Heterotheca_villosa","CHY",24,8,"int","D",2019,1
131,"Heterotheca_villosa","CHY",3,1,"con","C",2015,16
131,"Heterotheca_villosa","CHY",29,10,"con","D",2013,1
131,"Heterotheca_villosa","CHY",2,1,"chr","A",2017,20
131,"Heterotheca_villosa","CHY",9,3,"chr","A",2013,0
131,"Heterotheca_villosa","CHY",14,5,"con","B",2019,0
131,"Heterotheca_villosa","SGS",14,5,"chr","A",2014,0
131,"Heterotheca_villosa","CHY",29,10,"con","D",2020,0
131,"Heterotheca_villosa","CHY",18,6,"con","C",2012,0
131,"Heterotheca_villosa","CHY",25,9,"chr","A",2019,5
131,"Heterotheca_villosa","SGS",22,8,"int","C",2014,0
131,"Heterotheca_villosa","CHY",13,5,"int","C",2014,1
131,"Heterotheca_villosa","CHY",26,9,"con","A",2013,4
131,"Heterotheca_villosa","SGS",11,4,"int","B",2019,0
131,"Heterotheca_villosa","CHY",13,5,"int","D",2018,3
131,"Heterotheca_villosa","CHY",18,6,"con","D",2020,0
131,"Heterotheca_villosa","CHY",25,9,"chr","A",2012,0
131,"Heterotheca_villosa","CHY",6,2,"int","C",2017,6
131,"Heterotheca_villosa","CHY",12,4,"con","A",2019,5
131,"Heterotheca_villosa","CHY",15,5,"chr","C",2019,6
131,"Heterotheca_villosa","CHY",11,4,"int","B",2021,1
131,"Heterotheca_villosa","SGS",19,7,"int","A",2017,0
131,"Heterotheca_villosa","CHY",11,4,"int","D",2018,8
131,"Heterotheca_villosa","CHY",11,4,"int","C",2014,3
131,"Heterotheca_villosa","CHY",7,3,"int","D",2019,1
131,"Heterotheca_villosa","CHY",14,5,"con","C",2015,3
131,"Heterotheca_villosa","SGS",22,8,"int","D",2015,0
131,"Heterotheca_villosa","CHY",12,4,"con","A",2016,50
131,"Heterotheca_villosa","SGS",24,8,"chr","C",2016,0
131,"Heterotheca_villosa","CHY",4,2,"chr","D",2019,0
131,"Heterotheca_villosa","CHY",21,7,"con","A",2015,2
131,"Heterotheca_villosa","CHY",15,5,"chr","A",2014,1
132,"Hordeum_pusilum","HYS",21,7,"chr","C",2017,0
132,"Hordeum_pusilum","HYS",21,7,"chr","C",2019,0
132,"Hordeum_pusilum","HYS",15,5,"con","A",2016,0
132,"Hordeum_pusilum","HYS",21,7,"chr","D",2017,1
132,"Hordeum_pusilum","HYS",13,5,"chr","B",2019,0
132,"Hordeum_pusilum","HYS",21,7,"chr","A",2019,1
132,"Hordeum_pusilum","HYS",15,5,"con","A",2017,0
132,"Hordeum_pusilum","HYS",16,6,"int","D",2017,1
132,"Hordeum_pusilum","HYS",16,6,"int","B",2017,0
132,"Hordeum_pusilum","HYS",14,5,"int","C",2018,1
132,"Hordeum_pusilum","HYS",16,6,"int","D",2015,0
132,"Hordeum_pusilum","HYS",25,9,"int","A",2016,0
132,"Hordeum_pusilum","HYS",15,5,"con","B",2016,0
132,"Hordeum_pusilum","HYS",16,6,"int","A",2013,0
132,"Hordeum_pusilum","HYS",2,1,"int","B",2016,1
132,"Hordeum_pusilum","HYS",16,6,"int","D",2013,1
132,"Hordeum_pusilum","HYS",19,7,"int","B",2016,0
132,"Hordeum_pusilum","HYS",20,7,"con","A",2013,0
132,"Hordeum_pusilum","HYS",14,5,"int","B",2018,2
132,"Hordeum_pusilum","HYS",29,10,"con","D",2016,0
132,"Hordeum_pusilum","HYS",16,6,"int","B",2015,0
132,"Hordeum_pusilum","HYS",21,7,"chr","C",2021,0
132,"Hordeum_pusilum","HYS",13,5,"chr","D",2013,0
132,"Hordeum_pusilum","HYS",14,5,"int","B",2016,10
132,"Hordeum_pusilum","HYS",14,5,"int","A",2018,0
132,"Hordeum_pusilum","HYS",21,7,"chr","B",2017,0
132,"Hordeum_pusilum","HYS",16,6,"int","C",2013,1
132,"Hordeum_pusilum","HYS",19,7,"int","C",2016,0
132,"Hordeum_pusilum","HYS",14,5,"int","B",2013,0
132,"Hordeum_pusilum","HYS",14,5,"int","D",2019,1
132,"Hordeum_pusilum","HYS",4,2,"int","B",2016,2
132,"Hordeum_pusilum","HYS",27,9,"chr","C",2016,1
132,"Hordeum_pusilum","HYS",14,5,"int","A",2019,0
132,"Hordeum_pusilum","HYS",25,9,"int","C",2016,0
132,"Hordeum_pusilum","HYS",21,7,"chr","A",2016,1
132,"Hordeum_pusilum","HYS",1,1,"chr","D",2016,0
132,"Hordeum_pusilum","HYS",16,6,"int","A",2017,0
132,"Hordeum_pusilum","HYS",1,1,"chr","B",2016,0
132,"Hordeum_pusilum","HYS",18,6,"chr","D",2016,0
132,"Hordeum_pusilum","HYS",8,3,"chr","C",2016,1
132,"Hordeum_pusilum","HYS",14,5,"int","D",2016,4
132,"Hordeum_pusilum","HYS",8,3,"chr","D",2016,0
132,"Hordeum_pusilum","HYS",8,3,"chr","A",2016,0
132,"Hordeum_pusilum","HYS",15,5,"con","C",2017,1
132,"Hordeum_pusilum","HYS",24,8,"int","A",2016,0
132,"Hordeum_pusilum","HYS",24,8,"int","C",2016,1
132,"Hordeum_pusilum","HYS",13,5,"chr","C",2016,0
132,"Hordeum_pusilum","HYS",25,9,"int","D",2016,0
132,"Hordeum_pusilum","HYS",1,1,"chr","A",2016,1
132,"Hordeum_pusilum","HYS",14,5,"int","B",2015,1
132,"Hordeum_pusilum","HYS",1,1,"chr","C",2016,0
132,"Hordeum_pusilum","HYS",21,7,"chr","B",2016,8
132,"Hordeum_pusilum","HYS",18,6,"chr","B",2013,0
132,"Hordeum_pusilum","HYS",8,3,"chr","B",2016,0
132,"Hordeum_pusilum","HYS",4,2,"int","A",2016,12
132,"Hordeum_pusilum","HYS",18,6,"chr","C",2013,1
132,"Hordeum_pusilum","HYS",15,5,"con","C",2013,1
132,"Hordeum_pusilum","HYS",15,5,"con","B",2017,0
132,"Hordeum_pusilum","HYS",24,8,"int","D",2016,1
132,"Hordeum_pusilum","HYS",19,7,"int","A",2016,0
132,"Hordeum_pusilum","HYS",16,6,"int","B",2016,2
132,"Hordeum_pusilum","HYS",14,5,"int","C",2016,18
132,"Hordeum_pusilum","HYS",16,6,"int","B",2013,0
132,"Hordeum_pusilum","HYS",21,7,"chr","A",2017,0
132,"Hordeum_pusilum","HYS",14,5,"int","B",2017,1
132,"Hordeum_pusilum","HYS",21,7,"chr","B",2021,0
132,"Hordeum_pusilum","HYS",21,7,"chr","B",2019,0
132,"Hordeum_pusilum","HYS",27,9,"chr","A",2016,0
132,"Hordeum_pusilum","HYS",19,7,"int","D",2016,2
132,"Hordeum_pusilum","HYS",18,6,"chr","B",2016,2
132,"Hordeum_pusilum","HYS",13,5,"chr","C",2013,0
132,"Hordeum_pusilum","HYS",15,5,"con","B",2013,0
132,"Hordeum_pusilum","HYS",18,6,"chr","C",2016,0
132,"Hordeum_pusilum","HYS",29,10,"con","C",2016,0
132,"Hordeum_pusilum","HYS",14,5,"int","A",2013,0
132,"Hordeum_pusilum","HYS",27,9,"chr","B",2016,0
132,"Hordeum_pusilum","HYS",15,5,"con","A",2013,1
132,"Hordeum_pusilum","HYS",14,5,"int","B",2019,8
132,"Hordeum_pusilum","HYS",16,6,"int","C",2016,12
132,"Hordeum_pusilum","HYS",24,8,"int","B",2016,0
132,"Hordeum_pusilum","HYS",14,5,"int","D",2013,1
132,"Hordeum_pusilum","HYS",28,10,"chr","B",2016,0
132,"Hordeum_pusilum","HYS",16,6,"int","A",2015,0
132,"Hordeum_pusilum","HYS",21,7,"chr","D",2019,1
132,"Hordeum_pusilum","HYS",18,6,"chr","D",2013,1
132,"Hordeum_pusilum","HYS",29,10,"con","A",2016,1
132,"Hordeum_pusilum","HYS",14,5,"int","A",2015,0
132,"Hordeum_pusilum","HYS",21,7,"chr","D",2021,1
132,"Hordeum_pusilum","HYS",16,6,"int","D",2016,1
132,"Hordeum_pusilum","HYS",16,6,"int","A",2016,4
132,"Hordeum_pusilum","HYS",29,10,"con","B",2016,0
132,"Hordeum_pusilum","HYS",14,5,"int","A",2016,13
132,"Hordeum_pusilum","HYS",14,5,"int","C",2015,1
132,"Hordeum_pusilum","HYS",14,5,"int","C",2019,0
132,"Hordeum_pusilum","HYS",28,10,"chr","A",2016,0
132,"Hordeum_pusilum","HYS",21,7,"chr","C",2016,4
132,"Hordeum_pusilum","HYS",2,1,"int","C",2016,3
132,"Hordeum_pusilum","HYS",13,5,"chr","A",2019,1
132,"Hordeum_pusilum","HYS",15,5,"con","C",2016,0
132,"Hordeum_pusilum","HYS",14,5,"int","D",2015,0
132,"Hordeum_pusilum","HYS",15,5,"con","D",2016,3
132,"Hordeum_pusilum","HYS",28,10,"chr","C",2016,0
132,"Hordeum_pusilum","HYS",14,5,"int","A",2017,0
132,"Hordeum_pusilum","HYS",14,5,"int","C",2017,0
132,"Hordeum_pusilum","HYS",2,1,"int","D",2016,2
132,"Hordeum_pusilum","HYS",14,5,"int","C",2013,0
132,"Hordeum_pusilum","HYS",14,5,"int","D",2017,1
132,"Hordeum_pusilum","HYS",16,6,"int","C",2017,1
132,"Hordeum_pusilum","HYS",20,7,"con","D",2013,1
132,"Hordeum_pusilum","HYS",13,5,"chr","A",2016,10
132,"Hordeum_pusilum","HYS",18,6,"chr","A",2013,0
132,"Hordeum_pusilum","HYS",27,9,"chr","D",2016,0
132,"Hordeum_pusilum","HYS",16,6,"int","C",2015,1
132,"Hordeum_pusilum","HYS",4,2,"int","D",2016,2
132,"Hordeum_pusilum","HYS",13,5,"chr","D",2019,0
132,"Hordeum_pusilum","HYS",15,5,"con","D",2013,0
132,"Hordeum_pusilum","HYS",20,7,"con","B",2013,0
132,"Hordeum_pusilum","HYS",18,6,"chr","A",2016,0
132,"Hordeum_pusilum","HYS",21,7,"chr","A",2021,0
132,"Hordeum_pusilum","HYS",25,9,"int","B",2016,1
132,"Hordeum_pusilum","HYS",13,5,"chr","B",2013,0
132,"Hordeum_pusilum","HYS",21,7,"chr","D",2016,1
132,"Hordeum_pusilum","HYS",14,5,"int","D",2018,0
132,"Hordeum_pusilum","HYS",2,1,"int","A",2016,3
132,"Hordeum_pusilum","HYS",13,5,"chr","D",2016,4
132,"Hordeum_pusilum","HYS",4,2,"int","C",2016,7
132,"Hordeum_pusilum","HYS",13,5,"chr","A",2013,2
132,"Hordeum_pusilum","HYS",20,7,"con","C",2013,0
132,"Hordeum_pusilum","HYS",13,5,"chr","B",2016,1
132,"Hordeum_pusilum","HYS",15,5,"con","D",2017,0
132,"Hordeum_pusilum","HYS",28,10,"chr","D",2016,1
132,"Hordeum_pusilum","HYS",13,5,"chr","C",2019,0
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","A",2014,9
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","A",2014,13
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","C",2018,0
134,"Ipomopsis_laxiflora","SGS",19,7,"int","D",2018,1
134,"Ipomopsis_laxiflora","SGS",15,5,"int","C",2013,1
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","D",2014,12
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","B",2014,3
134,"Ipomopsis_laxiflora","SGS",16,6,"con","D",2013,0
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","A",2015,1
134,"Ipomopsis_laxiflora","SGS",8,3,"con","A",2018,1
134,"Ipomopsis_laxiflora","SGS",19,7,"int","B",2015,1
134,"Ipomopsis_laxiflora","SGS",13,5,"con","C",2014,1
134,"Ipomopsis_laxiflora","SGS",8,3,"con","D",2018,1
134,"Ipomopsis_laxiflora","SGS",3,1,"int","D",2014,1
134,"Ipomopsis_laxiflora","SGS",28,10,"int","D",2015,2
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","D",2017,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","C",2016,0
134,"Ipomopsis_laxiflora","SGS",9,3,"int","B",2013,0
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","D",2017,0
134,"Ipomopsis_laxiflora","SGS",28,10,"int","C",2018,0
134,"Ipomopsis_laxiflora","SGS",30,10,"con","C",2015,0
134,"Ipomopsis_laxiflora","SGS",28,10,"int","C",2014,4
134,"Ipomopsis_laxiflora","SGS",15,5,"int","D",2017,0
134,"Ipomopsis_laxiflora","SGS",20,7,"con","D",2018,1
134,"Ipomopsis_laxiflora","SGS",3,1,"int","A",2015,0
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","A",2014,5
134,"Ipomopsis_laxiflora","SGS",25,9,"chr","D",2018,0
134,"Ipomopsis_laxiflora","SGS",16,6,"con","B",2014,24
134,"Ipomopsis_laxiflora","SGS",20,7,"con","A",2018,1
134,"Ipomopsis_laxiflora","SGS",15,5,"int","A",2017,1
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","D",2018,1
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","C",2016,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","A",2013,2
134,"Ipomopsis_laxiflora","SGS",16,6,"con","D",2015,0
134,"Ipomopsis_laxiflora","SGS",25,9,"chr","A",2014,4
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","D",2016,1
134,"Ipomopsis_laxiflora","SGS",8,3,"con","B",2014,6
134,"Ipomopsis_laxiflora","SGS",20,7,"con","C",2018,1
134,"Ipomopsis_laxiflora","SGS",30,10,"con","A",2017,0
134,"Ipomopsis_laxiflora","SGS",9,3,"int","D",2017,1
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","A",2018,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","B",2015,1
134,"Ipomopsis_laxiflora","SGS",5,2,"int","B",2014,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","D",2015,0
134,"Ipomopsis_laxiflora","HYS",12,4,"chr","D",2017,0
134,"Ipomopsis_laxiflora","SGS",13,5,"con","B",2013,0
134,"Ipomopsis_laxiflora","SGS",30,10,"con","B",2016,0
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","D",2017,1
134,"Ipomopsis_laxiflora","SGS",15,5,"int","D",2013,0
134,"Ipomopsis_laxiflora","SGS",13,5,"con","A",2013,1
134,"Ipomopsis_laxiflora","SGS",2,1,"chr","C",2013,1
134,"Ipomopsis_laxiflora","SGS",17,6,"int","B",2013,0
134,"Ipomopsis_laxiflora","SGS",10,4,"con","A",2013,0
134,"Ipomopsis_laxiflora","SGS",27,9,"con","B",2014,1
134,"Ipomopsis_laxiflora","SGS",20,7,"con","C",2017,0
134,"Ipomopsis_laxiflora","SGS",16,6,"con","C",2013,0
134,"Ipomopsis_laxiflora","SGS",21,7,"chr","B",2017,0
134,"Ipomopsis_laxiflora","SGS",2,1,"chr","A",2013,0
134,"Ipomopsis_laxiflora","SGS",25,9,"chr","C",2018,0
134,"Ipomopsis_laxiflora","SGS",20,7,"con","A",2015,0
134,"Ipomopsis_laxiflora","SGS",30,10,"con","D",2015,1
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","D",2013,1
134,"Ipomopsis_laxiflora","SGS",20,7,"con","B",2016,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","B",2015,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","A",2016,0
134,"Ipomopsis_laxiflora","SGS",30,10,"con","C",2014,5
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","B",2016,0
134,"Ipomopsis_laxiflora","SGS",9,3,"int","C",2014,2
134,"Ipomopsis_laxiflora","SGS",13,5,"con","A",2014,2
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","A",2018,1
134,"Ipomopsis_laxiflora","SGS",19,7,"int","C",2015,0
134,"Ipomopsis_laxiflora","SGS",2,1,"chr","C",2014,1
134,"Ipomopsis_laxiflora","SGS",15,5,"int","C",2014,1
134,"Ipomopsis_laxiflora","SGS",21,7,"chr","A",2017,0
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","A",2013,1
134,"Ipomopsis_laxiflora","SGS",19,7,"int","D",2015,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","B",2016,1
134,"Ipomopsis_laxiflora","SGS",16,6,"con","D",2014,0
134,"Ipomopsis_laxiflora","SGS",30,10,"con","D",2016,1
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","B",2018,3
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","C",2018,3
134,"Ipomopsis_laxiflora","SGS",17,6,"int","D",2014,10
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","A",2021,0
134,"Ipomopsis_laxiflora","SGS",17,6,"int","B",2017,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","A",2014,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","C",2015,0
134,"Ipomopsis_laxiflora","SGS",20,7,"con","D",2013,0
134,"Ipomopsis_laxiflora","SGS",17,6,"int","C",2018,0
134,"Ipomopsis_laxiflora","SGS",20,7,"con","D",2017,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","C",2014,3
134,"Ipomopsis_laxiflora","SGS",5,2,"int","C",2014,2
134,"Ipomopsis_laxiflora","SGS",25,9,"chr","D",2014,1
134,"Ipomopsis_laxiflora","SGS",3,1,"int","D",2015,1
134,"Ipomopsis_laxiflora","SGS",30,10,"con","A",2018,1
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","A",2018,1
134,"Ipomopsis_laxiflora","SGS",28,10,"int","A",2013,0
134,"Ipomopsis_laxiflora","SGS",28,10,"int","B",2018,1
134,"Ipomopsis_laxiflora","SGS",16,6,"con","B",2015,0
134,"Ipomopsis_laxiflora","SGS",9,3,"int","D",2018,0
134,"Ipomopsis_laxiflora","SGS",5,2,"int","D",2014,0
134,"Ipomopsis_laxiflora","SGS",21,7,"chr","D",2018,0
134,"Ipomopsis_laxiflora","SGS",16,6,"con","C",2015,1
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","B",2017,0
134,"Ipomopsis_laxiflora","SGS",17,6,"int","B",2018,2
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","C",2016,1
134,"Ipomopsis_laxiflora","SGS",28,10,"int","D",2018,1
134,"Ipomopsis_laxiflora","SGS",8,3,"con","B",2018,1
134,"Ipomopsis_laxiflora","SGS",20,7,"con","B",2017,1
134,"Ipomopsis_laxiflora","SGS",25,9,"chr","C",2014,2
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","B",2013,0
134,"Ipomopsis_laxiflora","SGS",15,5,"int","D",2014,1
134,"Ipomopsis_laxiflora","SGS",28,10,"int","D",2013,0
134,"Ipomopsis_laxiflora","SGS",26,9,"int","D",2013,1
134,"Ipomopsis_laxiflora","SGS",21,7,"chr","A",2018,0
134,"Ipomopsis_laxiflora","SGS",22,8,"int","A",2013,0
134,"Ipomopsis_laxiflora","SGS",28,10,"int","A",2018,3
134,"Ipomopsis_laxiflora","SGS",15,5,"int","C",2017,0
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","A",2013,1
134,"Ipomopsis_laxiflora","SGS",15,5,"int","B",2014,6
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","D",2013,1
134,"Ipomopsis_laxiflora","SGS",27,9,"con","A",2013,0
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","D",2018,1
134,"Ipomopsis_laxiflora","SGS",28,10,"int","A",2017,0
134,"Ipomopsis_laxiflora","SGS",30,10,"con","D",2014,2
134,"Ipomopsis_laxiflora","SGS",19,7,"int","B",2018,1
134,"Ipomopsis_laxiflora","SGS",20,7,"con","C",2013,3
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","B",2016,1
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","B",2018,0
134,"Ipomopsis_laxiflora","SGS",28,10,"int","C",2017,0
134,"Ipomopsis_laxiflora","SGS",19,7,"int","A",2014,17
134,"Ipomopsis_laxiflora","SGS",25,9,"chr","A",2018,1
134,"Ipomopsis_laxiflora","SGS",13,5,"con","C",2018,0
134,"Ipomopsis_laxiflora","SGS",19,7,"int","D",2014,3
134,"Ipomopsis_laxiflora","SGS",30,10,"con","D",2018,1
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","B",2018,1
134,"Ipomopsis_laxiflora","SGS",27,9,"con","D",2013,1
134,"Ipomopsis_laxiflora","SGS",2,1,"chr","B",2013,0
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","B",2014,6
134,"Ipomopsis_laxiflora","SGS",9,3,"int","C",2013,0
134,"Ipomopsis_laxiflora","SGS",20,7,"con","A",2014,7
134,"Ipomopsis_laxiflora","SGS",27,9,"con","C",2013,0
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","A",2017,1
134,"Ipomopsis_laxiflora","SGS",28,10,"int","B",2013,1
134,"Ipomopsis_laxiflora","SGS",28,10,"int","B",2014,4
134,"Ipomopsis_laxiflora","SGS",16,6,"con","C",2014,0
134,"Ipomopsis_laxiflora","SGS",13,5,"con","A",2018,1
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","C",2014,15
134,"Ipomopsis_laxiflora","SGS",20,7,"con","B",2018,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","D",2018,2
134,"Ipomopsis_laxiflora","SGS",3,1,"int","A",2014,2
134,"Ipomopsis_laxiflora","SGS",22,8,"int","C",2014,4
134,"Ipomopsis_laxiflora","SGS",17,6,"int","D",2017,3
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","D",2014,22
134,"Ipomopsis_laxiflora","SGS",28,10,"int","B",2017,0
134,"Ipomopsis_laxiflora","SGS",26,9,"int","A",2013,1
134,"Ipomopsis_laxiflora","SGS",11,4,"int","A",2013,0
134,"Ipomopsis_laxiflora","SGS",17,6,"int","A",2014,10
134,"Ipomopsis_laxiflora","SGS",16,6,"con","A",2015,0
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","C",2015,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","B",2016,0
134,"Ipomopsis_laxiflora","SGS",22,8,"int","A",2014,2
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","B",2017,0
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","D",2014,3
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","C",2014,1
134,"Ipomopsis_laxiflora","SGS",20,7,"con","B",2013,1
134,"Ipomopsis_laxiflora","SGS",30,10,"con","B",2018,1
134,"Ipomopsis_laxiflora","SGS",16,6,"con","B",2013,2
134,"Ipomopsis_laxiflora","SGS",9,3,"int","B",2014,5
134,"Ipomopsis_laxiflora","SGS",13,5,"con","B",2014,2
134,"Ipomopsis_laxiflora","SGS",8,3,"con","C",2018,1
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","A",2015,0
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","D",2021,2
134,"Ipomopsis_laxiflora","SGS",20,7,"con","C",2016,1
134,"Ipomopsis_laxiflora","SGS",3,1,"int","C",2017,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","A",2013,1
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","C",2013,0
134,"Ipomopsis_laxiflora","SGS",9,3,"int","B",2018,0
134,"Ipomopsis_laxiflora","SGS",2,1,"chr","B",2014,0
134,"Ipomopsis_laxiflora","SGS",15,5,"int","A",2014,11
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","B",2013,0
134,"Ipomopsis_laxiflora","SGS",27,9,"con","A",2014,1
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","B",2014,3
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","B",2014,1
134,"Ipomopsis_laxiflora","SGS",9,3,"int","A",2014,6
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","A",2013,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","B",2017,0
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","B",2017,1
134,"Ipomopsis_laxiflora","SGS",17,6,"int","C",2014,9
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","B",2014,6
134,"Ipomopsis_laxiflora","SGS",7,3,"chr","C",2017,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","D",2016,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","D",2013,1
134,"Ipomopsis_laxiflora","SGS",22,8,"int","B",2014,6
134,"Ipomopsis_laxiflora","SGS",19,7,"int","C",2018,1
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","D",2013,0
134,"Ipomopsis_laxiflora","SGS",22,8,"int","B",2018,0
134,"Ipomopsis_laxiflora","SGS",9,3,"int","B",2017,1
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","C",2013,1
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","B",2015,0
134,"Ipomopsis_laxiflora","SGS",13,5,"con","C",2013,0
134,"Ipomopsis_laxiflora","HYS",12,4,"chr","C",2017,0
134,"Ipomopsis_laxiflora","SGS",20,7,"con","C",2014,5
134,"Ipomopsis_laxiflora","SGS",30,10,"con","B",2013,1
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","A",2013,1
134,"Ipomopsis_laxiflora","SGS",3,1,"int","B",2015,0
134,"Ipomopsis_laxiflora","SGS",20,7,"con","A",2016,1
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","C",2018,3
134,"Ipomopsis_laxiflora","SGS",26,9,"int","C",2013,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","C",2013,7
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","B",2018,1
134,"Ipomopsis_laxiflora","SGS",3,1,"int","B",2018,1
134,"Ipomopsis_laxiflora","SGS",2,1,"chr","D",2014,0
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","D",2016,1
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","A",2016,0
134,"Ipomopsis_laxiflora","SGS",6,2,"chr","A",2016,1
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","A",2017,1
134,"Ipomopsis_laxiflora","SGS",14,5,"chr","C",2016,2
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","D",2017,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","B",2013,15
134,"Ipomopsis_laxiflora","SGS",21,7,"chr","C",2018,1
134,"Ipomopsis_laxiflora","SGS",29,10,"chr","A",2017,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","B",2013,0
134,"Ipomopsis_laxiflora","SGS",26,9,"int","D",2014,0
134,"Ipomopsis_laxiflora","SGS",18,6,"chr","D",2016,0
134,"Ipomopsis_laxiflora","SGS",9,3,"int","D",2013,1
134,"Ipomopsis_laxiflora","SGS",3,1,"int","D",2018,0
134,"Ipomopsis_laxiflora","SGS",8,3,"con","B",2017,1
134,"Ipomopsis_laxiflora","SGS",12,4,"chr","C",2018,1
