"","site","species","resp.ratio.site_D4","resp.ratio.site_D6","resp.ratio.site_PDfull","resp.ratio.site_PDfirst","resp.ratio.site_PDfinal","SE.RII_D4","SE.RII_D6","SE.RII_PDfull","SE.RII_PDfirst","SE.RII_PDfinal","persistence.site","mean.ctrl.cov","percrank","absrank","spatial_rarity","temporal_rarity"
"67","CHY","Potentilla_pensylvanica",-0.0810810810810817,-0.0810810810810817,-0.222222222222223,5.55111512312578e-16,-0.6,0.0470155536163287,0.0470155536163287,0.0529344464877183,0.100474683544304,0.031432911392405,1,0.135,0.558441558441558,44,0.441558441558442,0
"68","CHY","Ratibida_columnifera",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,4,1,1
"69","CHY","Silene_sp.",NA,NA,-1,-1,NA,NA,NA,0,0,NA,0.1,0.00250000000000001,0.103896103896104,9,0.896103896103896,0.9
"70","CHY","Sisymbrium_altissimum",0.4,0.4,0.5,1,0.333333333333333,0.0400452830188678,0.0400452830188678,0.187028894472362,0,0.295046100953274,0.3,0.0175,0.207792207792208,17,0.792207792207792,0.7
"71","CHY","Sphaeralcea_coccinea",-0.0642201834862385,-0.0642201834862385,-0.00436681222707492,0.0109890109890109,-0.0045248868778282,0.00318731043191701,0.00318731043191701,0.00281948650088329,0.00642741151060788,0.00688989985524443,1,1.1,0.87012987012987,68,0.12987012987013,0
"72","CHY","Sporobolus_sp.",NA,NA,-1,-1,-1,NA,NA,0,0,0,0.2,0.0275000000000001,0.25974025974026,21,0.74025974025974,0.8
"73","CHY","Taraxacum_officinale",-0.36842105263158,-0.36842105263158,0.245901639344262,0.131578947368421,0.327102803738318,0.0242597873591184,0.0242597873591184,0.00970556845750831,0.0224432405659676,0.0146544977774153,0.8,0.2375,0.701298701298701,55,0.298701298701299,0.2
"74","CHY","Tetraneuris_acaulis",0.25,0.25,0.230769230769232,0.2,0.228571428571429,0.0738870872641508,0.0738870872641508,0.0335622222937725,0.188597468354431,0.0373187922753705,0.8,0.0925000000000001,0.454545454545455,36.5,0.545454545454545,0.2
"75","CHY","Townsendia_grandiflora",-1,-1,-1,-1,-1,0,0,0,0,0,0.8,0.0574999999999999,0.363636363636364,29,0.636363636363636,0.2
"76","CHY","Tradescantia_occidentalis",0.333333333333333,0.333333333333333,-1,-1,NA,0.29567513005668,0.29567513005668,0,0,NA,0.2,0.0175,0.194805194805195,16,0.805194805194805,0.8
"77","CHY","Tragopogon_dubius",-0.00371747211895883,-0.00371747211895883,-0.187878787878788,-0.2,-0.163636363636363,0.00584862621292987,0.00584862621292987,0.0108293369512241,0.0123781985563344,0.0410682219776438,0.8,0.5825,0.805194805194805,63,0.194805194805195,0.2
"78","CHY","Vulpia_octoflora",0.639111434814275,0.639111434814275,0.827225130890052,0.824561403508772,0.85,0.00341047484151829,0.00341047484151829,0.0016554180301892,0.00169963247271152,0.00419299841772151,0.8,2.65749999999999,0.909090909090909,71,0.0909090909090909,0.2
"79","HYS","Achillea_millefolium",0.423076923076923,0.423076923076923,0.516483516483517,0.499999999999999,0.875,0.0306453689323019,0.0306453689323019,0.0334244366130363,0.18631329113924,0.00470511520965188,0.9,0.1725,0.663551401869159,72,0.336448598130841,0.1
"80","HYS","Allium_textile",-1,-1,-1,-1,NA,0,0,0,0,NA,0.2,0.0075,0.280373831775701,31,0.719626168224299,0.8
"81","HYS","Ambrosia_psilostachya",-0.0808720112517581,-0.0808720112517581,0.273144167383204,0.304025423728814,0.232720355104629,0.00457502035686266,0.00457502035686266,0.00697793506473575,0.00886780623902086,0.018732018762131,1,7.09499999999999,0.94392523364486,102,0.0560747663551402,0
"82","HYS","Andropogon_gerardii",-0.875,-0.875,0.8125,NA,0.8125,0.0173931001867138,0.0173931001867138,0.0415986410936516,NA,0.0414759961864615,0.3,0.0450000000000001,0.532710280373832,58,0.467289719626168,0.7
"83","HYS","Andropogon_ternarius",0.0721003134796232,0.0721003134796232,0.381625441696113,0.287948482060718,0.458407079646018,0.0164092205469462,0.0164092205469462,0.00697062040932498,0.0192798374470824,0.00837504008756593,1,2.58,0.88785046728972,96,0.11214953271028,0
"84","HYS","Androsace_occidentalis",1,1,0.393939393939392,1,-1,0,0,0.166940200441037,0,0,0.1,0.0249999999999999,0.401869158878505,44,0.598130841121495,0.9
"85","HYS","Aristida_purpurea",0.333103922918101,0.333103922918101,0.417984636240398,0.472952086553323,0.311764705882353,0.00385862200635912,0.00385862200635912,0.00509585602540486,0.00985859470055563,0.0120471260165146,1,4.4,0.925233644859813,100,0.0747663551401869,0
"86","HYS","Artemesia_ludoviciana",-0.99609375,-0.99609375,-0.903494176372712,-0.93127147766323,-0.86986301369863,1.59354556832167e-05,1.59354556832167e-05,0.00163517412314017,0.0028146891846046,0.00441627670216472,1,2.965,0.897196261682243,97,0.102803738317757,0
"87","HYS","Asclepias_asperula",-0.448275862068965,-0.448275862068965,-0.8,-0.666666666666667,NA,0.20414406738734,0.20414406738734,0.0455035175879399,0.129317080793874,NA,0.7,0.0949999999999998,0.607476635514019,66,0.392523364485981,0.3
"88","HYS","Asclepias_sp.",1,1,1,NA,NA,0,0,0,NA,NA,0.1,0.00750000000000001,0.289719626168224,32.5,0.710280373831776,0.9
"89","HYS","Asclepias_stenophylla",1,1,1,NA,1,0,0,0,NA,0,0,0,0,10.5,1,1
"90","HYS","Asclepias_tuberosa",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,10.5,1,1
"91","HYS","Asclepias_viridis",0.363636363636364,0.363636363636364,0.428571428571429,NA,0.2,0.157122090588203,0.157122090588203,0.155714013633347,NA,0.3441417721519,0.5,0.035,0.448598130841121,49,0.551401869158878,0.5
"92","HYS","Aster_ericoides",-0.63,-0.63,0.0769230769230773,0.0476190476190474,0.142857142857143,0.0188509433647799,0.0188509433647799,0.0330752885607265,0.0438427521376434,0.135639685995814,1,0.525000000000001,0.794392523364486,86,0.205607476635514,0
"93","HYS","Aster_oblongifolius",-0.924369747899159,-0.924369747899159,-0.800664451827243,-0.844559585492228,-0.725490196078431,0.00229791514405318,0.00229791514405318,0.00750067355843906,0.0100348415758883,0.0233246655395622,1,1.2675,0.85981308411215,93,0.14018691588785,0
"94","HYS","Astragalus_sp",0.416666666666667,0.416666666666667,-0.5,-0.333333333333333,-1,0.0680490951840206,0.0680490951840206,0.106766471245115,0.172804778524423,0,0.7,0.0424999999999999,0.514018691588785,56,0.485981308411215,0.3
"95","HYS","Astragulus_crassicarpus",-0.64406779661017,-0.64406779661017,-0.6,-0.777777777777778,NA,0.0241489135937754,0.0241489135937754,0.0447106644332773,0.0459331029732655,NA,0.8,0.294999999999999,0.766355140186916,83,0.233644859813084,0.2
"96","HYS","Bouteloua_curtipendula",-0.192221868026777,-0.192221868026777,0.122406015037594,0.0869384359400999,0.195926025194318,0.00176674909338875,0.00176674909338875,0.00173283838023513,0.00358641154258682,0.00522081867933372,1,28.8375,1,108,0,0
"97","HYS","Bouteloua_dactyloides",0.0634441087613291,0.0634441087613291,0.372859025032938,0.56440281030445,0.37037037037037,0.0441806689431619,0.0441806689431619,0.0271547448988115,0.0523875637985415,0.0532643458884792,1,1.675,0.869158878504673,94,0.130841121495327,0
"98","HYS","Bouteloua_gracilis",0.0829074389551392,0.0829074389551392,0.323223813535524,0.473684210526316,0.298555377207063,0.0107618092082953,0.0107618092082953,0.0086847962763197,0.0159604817966224,0.0197677932612522,1,8.7475,0.953271028037383,103,0.0467289719626168,0
"99","HYS","Bouteloua_hirsuta",0.492795389048991,0.492795389048991,0.348754448398576,0.353951890034364,0.347280334728033,0.0478143178898127,0.0478143178898127,0.0448665642596558,0.0938472882932309,0.104206685073055,1,0.86,0.831775700934579,90,0.168224299065421,0
"100","HYS","Bromus_japonicus",0.750297265160523,0.750297265160523,0.36826119969628,0.785714285714286,0.05,0.00227514295921076,0.00227514295921076,0.00913549830885711,0.00459575783297046,0.0205001582278481,1,4.34250000000002,0.91588785046729,99,0.0841121495327103,0
"101","HYS","Bromus_tectorum",0.333333333333333,0.333333333333333,NA,NA,NA,0.29567513005668,0.29567513005668,NA,NA,NA,0.1,0.00250000000000001,0.186915887850467,21,0.813084112149533,0.9
"102","HYS","Calylophus_serrulatus",1,1,0.933333333333333,1,0.9,0,0,0.00259365965630621,0,0.00663227848101268,0.2,0.00999999999999999,0.308411214953271,34,0.691588785046729,0.8
"103","HYS","Carex_brevior",0.888888888888889,0.888888888888889,0.810810810810811,0.75,0.833333333333333,0.0119780597949193,0.0119780597949193,0.0102679634155842,0.0348842958860759,0.0171201880502161,0.5,0.0225,0.383177570093458,42.5,0.616822429906542,0.5
"104","HYS","Carex_gravida",NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,10.5,1,1
"105","HYS","Carex_heliophyla",NA,NA,-0.200000000000001,-1,0,NA,NA,0.357885427135678,0,0.499999999999999,0.2,0.00749999999999999,0.261682242990654,29,0.738317757009346,0.8
"106","HYS","Castilleja_purpurea",1,1,1,NA,NA,0,0,0,NA,NA,0,0,0,10.5,1,1
"107","HYS","Chaetopappa_ericoides",-0.333333333333333,-0.333333333333333,-1,NA,NA,0.29567513005668,0.29567513005668,0,NA,NA,0.4,0.0375000000000002,0.457943925233645,50,0.542056074766355,0.6
"108","HYS","Chenopodium_sp.",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"109","HYS","Chloris_sp.",NA,NA,0.866666666666667,0.846153846153846,1,NA,NA,0.0214437123891061,0.030123400104329,0,0.1,0.00250000000000001,0.196261682242991,22,0.803738317757009,0.9
"110","HYS","Cirsium_undulatum",-0.578125,-0.578125,-0.0378006872852235,-0.0344827586206897,0.0449438202247191,0.0234653872888793,0.0234653872888793,0.0362131085931917,0.094418356245039,0.0731567400733374,1,0.7525,0.822429906542056,89,0.177570093457944,0
"111","HYS","Convolvulus_arvensis",NA,NA,-1,NA,NA,NA,NA,0,NA,NA,0.2,0.00500000000000003,0.233644859813084,26,0.766355140186916,0.8
"112","HYS","Conyza_canadensis",0.741496598639457,0.741496598639457,0.672932330827068,0.737827715355805,0.638461538461539,0.00660380110128411,0.00660380110128411,0.00438319165053126,0.00455829091427789,0.011600814401687,0.7,0.265,0.700934579439252,76,0.299065420560748,0.3
"113","HYS","Croton_sp.",0.666666666666666,0.666666666666666,0.5,NA,1,0.092204363692833,0.092204363692833,0.218435929648243,NA,0,0.2,0.00500000000000001,0.224299065420561,25,0.775700934579439,0.8
"114","HYS","Cyperus_acuminatus",-4.85722573273505e-16,-4.85722573273505e-16,0.538461538461539,0.25,1,0.499999999999997,0.499999999999997,0.104580885591081,0.269358188291139,0,0.3,0.01,0.317757009345794,35,0.682242990654206,0.7
"115","HYS","Dalea_candida",0,0,NA,NA,NA,0.500000000000005,0.500000000000005,NA,NA,NA,0.2,0.01,0.327102803738318,36,0.672897196261682,0.8
"116","HYS","Dalea_purpurea",0.499999999999999,0.499999999999999,0.379310344827587,0.36,0.393939393939394,0.0670204402515724,0.0670204402515724,0.0591237222930286,0.107653249620253,0.119530663552322,0.6,0.0550000000000002,0.551401869158878,60,0.448598130841122,0.4
"117","HYS","Descurainia_pinnata",NA,NA,0.789473684210526,NA,0.789473684210526,NA,NA,0.0220388164840287,NA,0.021667238607221,0.1,0.00500000000000005,0.242990654205607,27,0.757009345794392,0.9
"118","HYS","Dicanthelium_oligosanthes",-0.96,-0.96,-0.981481481481482,-0.986577181208054,-0.976744186046512,0.00206731270440247,0.00206731270440247,0.000168092717102047,0.000244150195341312,0.000430447377326398,0.9,0.924999999999997,0.850467289719626,92,0.149532710280374,0.1
"119","HYS","Draba_reptans",0.932432432432432,0.932432432432432,0.714285714285715,0.666666666666666,1,0.00179182641571718,0.00179182641571718,0.0730683823113905,0.0980621972183153,0,0.5,0.0424999999999998,0.504672897196262,55,0.495327102803738,0.5
"120","HYS","Echinocereus_Escobaria",1,1,1,1,1,0,0,0,0,0,0,0,0,10.5,1,1
"121","HYS","Erigeron_strigosus",-0.4,-0.4,-0.793103448275862,-0.846153846153846,-0.25,0.015194856743536,0.015194856743536,0.00645337658172549,0.00544603843694089,0.148709454113924,0.9,0.459999999999999,0.785046728971963,85,0.214953271028037,0.1
"122","HYS","Eriogonum_sp",-1,-1,-0.764705882352941,-1,-0.733333333333333,0,0,0.0515502405166481,0,0.0658582903578683,0.5,0.0424999999999997,0.485981308411215,53,0.514018691588785,0.5
"123","HYS","Eryisimum_asperum",0.591836734693877,0.591836734693877,0.156862745098039,0.36842105263158,0.129032258064517,0.0136229917525319,0.0136229917525319,0.0182328391437357,0.0525254146067174,0.0330935913555604,0.9,0.29,0.757009345794392,82,0.242990654205608,0.1
"124","HYS","Erysimum_capitatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10.5,1,1
"125","HYS","Euphorbia_marginata",0.333333333333333,0.333333333333333,1,NA,1,0.0969019333799212,0.0969019333799212,0,NA,0,0.1,0.0075,0.271028037383178,30,0.728971962616823,0.9
"126","HYS","Euphorbia_sp.",0.673469387755102,0.673469387755102,0.947686116700201,0.964989059080963,0.794871794871795,0.0138816510708423,0.0138816510708423,0.000382865987859765,0.000251687736880551,0.00903821065184182,0.6,0.06,0.570093457943925,62,0.429906542056075,0.4
"127","HYS","Euphorbiadavidii",0.230769230769231,0.230769230769231,-1,NA,-1,0.112745554643168,0.112745554643168,0,NA,0,0.3,0.0250000000000001,0.411214953271028,45,0.588785046728972,0.7
"128","HYS","Gutierrezia_sarothrae",-0.0799396681749627,-0.0799396681749627,0.246753246753247,0.248695652173913,0.443298969072165,0.0122797930183322,0.0122797930183322,0.011908277889942,0.0173054445424058,0.0464826598523511,1,1.7925,0.878504672897196,95,0.121495327102804,0
"129","HYS","Happlopappus_filiosus",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,10.5,1,1
"130","HYS","Hedeoma_hispida",0.482352941176471,0.482352941176471,0.184466019417476,0.5,0.0399999999999998,0.00479921384589076,0.00479921384589076,0.0123302914512872,0.0169743319268636,0.0411425053164558,1,0.2725,0.710280373831776,77,0.289719626168224,0
"131","HYS","Helianthus_annuus",0.870967741935484,0.870967741935484,0.811320754716981,0.918367346938776,-0.5,0.0107260264702416,0.0107260264702416,0.0156168072140362,0.00464387894303434,0.217958860759494,0.4,0.0225,0.383177570093458,42.5,0.616822429906542,0.6
"132","HYS","Hordeum_pusilum",0.75609756097561,0.75609756097561,1,1,1,0.0271372102737109,0.0271372102737109,0,0,0,0.3,0.02,0.373831775700935,41,0.626168224299065,0.7
"133","HYS","Ipomopsis_laxiflora",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"134","HYS","Koeleria_macrantha",1,1,0.399999999999999,-1,0.5,0,0,0.165463316582915,0,0.21004746835443,0.2,0.00749999999999998,0.252336448598131,28,0.747663551401869,0.8
"135","HYS","Kuhnia_eupatoroides",0.95049504950495,0.95049504950495,0.907756813417191,0.947136563876652,0.91,0.000572701222513305,0.000572701222513305,0.00089027169623104,0.000631794993570793,0.00198424297468354,0.9,0.0775,0.598130841121495,65,0.401869158878505,0.1
"136","HYS","Lactuca_serriola",0.929824561403509,0.929824561403509,-0.125000000000001,1,-0.285714285714286,0.00416652923701427,0.00416652923701427,0.0593979418577261,0,0.061090052140722,0.4,0.0275000000000001,0.439252336448598,48,0.560747663551402,0.6
"137","HYS","Lappula_redowskii",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"138","HYS","Lepidium_densiflorum",0.650793650793651,0.650793650793651,0.222222222222222,0.307692307692307,0.333333333333333,0.0346712208541052,0.0346712208541052,0.0424776680230904,0.0626753131981781,0.145022659790592,0.8,0.105,0.616822429906542,67,0.383177570093458,0.2
"139","HYS","Liatris_punctata",0.333333333333334,0.333333333333334,-0.0322580645161292,0.304347826086957,-0.125,0.0118390019196525,0.0118390019196525,0.0226598599325253,0.0365922077179541,0.0682836605023734,1,0.372499999999999,0.775700934579439,84,0.224299065420561,0
"140","HYS","Linum_rigidum",0.298245614035088,0.298245614035088,-0.428571428571429,-0.2,-1,0.0166531522518707,0.0166531522518707,0.115529752050548,0.18859746835443,0,0.5,0.0625,0.579439252336449,63,0.420560747663551,0.5
"141","HYS","Lithospermum_incisum",1,1,1,1,1,0,0,0,0,0,0.1,0.00250000000000002,0.205607476635514,23,0.794392523364486,0.9
"142","HYS","Machaeranthera_pinnatifida",-0.0999999999999994,-0.0999999999999994,-0.225,-0.416666666666667,-0.23076923076923,0.0619871069182389,0.0619871069182389,0.0377628759029523,0.0872447721323644,0.106297026262687,1,0.21,0.682242990654206,74,0.317757009345794,0
"143","HYS","Medicago_lupulina",0.193181818181818,0.193181818181818,0.473684210526315,0.473684210526316,NA,0.00682414068227016,0.00682414068227016,0.0531505526034113,0.0512697031740224,NA,0.7,0.285,0.738317757009346,80.5,0.261682242990654,0.3
"144","HYS","Melilotus_sp.",0.0769230769230769,0.0769230769230769,-0.27461139896373,1.53134210293125e-16,-0.421875,0.0686487325385995,0.0686487325385995,0.0206476726063953,0.092408073571246,0.0211836533455909,1,0.61,0.813084112149533,88,0.186915887850467,0
"145","HYS","Mirabilis_linearis",-1,-1,0.466666666666668,1,0.575757575757575,0,0,0.0298381675179739,0,0.023041302546259,0.5,0.04,0.476635514018692,52,0.523364485981308,0.5
"146","HYS","Oenothera_sp",-0.499999999999999,-0.499999999999999,-0.303030303030304,-0.6,-0.173913043478261,0.186910377358491,0.186910377358491,0.108159006956148,0.0970531645569621,0.181763952848632,0.6,0.115000000000001,0.635514018691589,69,0.364485981308411,0.4
"147","HYS","Opuntia_polycantha",-0.333333333333334,-0.333333333333334,-0.137931034482759,0,0.0833333333333336,0.0437224217838793,0.0437224217838793,0.0348790423036926,0.134317862165964,0.0551206121073606,1,0.28,0.728971962616822,79,0.271028037383178,0
"148","HYS","Oxalis_stricta",0.0731707317073165,0.0731707317073165,0.0417827298050131,-0.190476190476191,0.186440677966102,0.013132652000313,0.013132652000313,0.0235462990252245,0.0430439692166083,0.0197715273298547,1,0.567500000000001,0.803738317757009,87,0.196261682242991,0
"149","HYS","Pascopyrum_smithii",0.303776683087028,0.303776683087028,0.00852985449071749,0.0355263157894736,-0.0194902548725637,0.00340531085688356,0.00340531085688356,0.00367550158050314,0.00966915691239418,0.0182421893929849,1,16.32,0.97196261682243,105,0.0280373831775701,0
"150","HYS","Plantago_patagonica",0.75,0.75,-0.499999999999999,1,NA,0.0544295400943395,0.0544295400943395,0.0614007537688437,0,NA,0.3,0.0424999999999997,0.495327102803738,54,0.504672897196262,0.7
"151","HYS","Plantago_rhodosperma",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"152","HYS","Poa_pratensis",-0.319271332694152,-0.319271332694152,-0.182025894897183,-0.251789976133652,-0.0266343825665862,0.0131896300022598,0.0131896300022598,0.0141328442580803,0.0246416274391853,0.032062424566457,1,5.83,0.934579439252336,101,0.0654205607476636,0
"153","HYS","Polygala_verticillata",-0.529411764705882,-0.529411764705882,-0.499999999999999,-1,1.85037170770859e-16,0.0409739907238332,0.0409739907238332,0.0648904243439416,0,0.162447257383966,0.6,0.065,0.588785046728972,64,0.411214953271028,0.4
"154","HYS","Polygonum_sp.",NA,NA,-1,NA,NA,NA,NA,0,NA,NA,0.1,0.00250000000000002,0.214953271028037,24,0.785046728971963,0.9
"155","HYS","Psoralea_cuspidata",0.6,0.6,0.777777777777778,0.666666666666667,1,0.127516981132075,0.127516981132075,0.0559787199984072,0.154320987654321,0,0.3,0.00750000000000001,0.289719626168224,32.5,0.710280373831776,0.7
"156","HYS","Psoralea_esculenta",-0.818181818181818,-0.818181818181818,-0.666666666666667,-0.666666666666666,NA,0.0331970313400079,0.0331970313400079,0.104690117252931,0.104313173933427,NA,0.7,0.045,0.523364485981308,57,0.476635514018692,0.3
"157","HYS","Psoralea_tenuiflora",-0.259194395796847,-0.259194395796847,-0.227170490328385,-0.332480818414322,-0.202357563850688,0.00662389006155498,0.00662389006155498,0.0026334562914534,0.00941765186029086,0.00480985953315486,1,13.4075,0.962616822429907,104,0.0373831775700935,0
"158","HYS","Ratibida_columnifera",-0.0833333333333332,-0.0833333333333332,-0.266666666666667,-0.2,-0.333333333333333,0.0245588311020955,0.0245588311020955,0.051731199205906,0.0892219409282699,0.157524613220816,0.9,0.2775,0.719626168224299,78,0.280373831775701,0.1
"159","HYS","Ruellia_humilis",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"160","HYS","Salsola_tragus",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"161","HYS","Salvia_azurea",0,0,NA,NA,NA,0.499999999999996,0.499999999999996,NA,NA,NA,0.2,0.0100000000000001,0.336448598130841,37,0.663551401869159,0.8
"162","HYS","Schedonnardus_paniculatus",2.08166817117216e-16,2.08166817117216e-16,-1,NA,NA,0.374213836477985,0.374213836477985,0,NA,NA,0.3,0.0475000000000002,0.542056074766355,59,0.457943925233645,0.7
"163","HYS","Schizachyrium_scoparium",-0.39074618882054,-0.39074618882054,-0.184883951596905,-0.263747454175153,-0.144416027280478,0.00671123782262459,0.00671123782262459,0.00388684134476691,0.0100254909073409,0.0053522733371587,1,21.965,0.981308411214953,106,0.0186915887850467,0
"164","HYS","Schrankia_nutallii",-0.966942148760331,-0.966942148760331,-0.952561669829222,-0.979757085020243,-0.93014705882353,0.000276204291098599,0.000276204291098599,0.000675153801045553,0.000324659098183804,0.00232484339855063,1,3.96750000000001,0.906542056074766,98,0.0934579439252337,0
"165","HYS","Senecio_plattensis",0.178082191780822,0.178082191780822,0.0429447852760735,-0.0447761194029852,0.120879120879121,0.0163228463969358,0.0163228463969358,0.0202954743947832,0.0366550829930617,0.045708058870502,1,0.285,0.738317757009346,80.5,0.261682242990654,0
"166","HYS","Silene_antirrhina",0.205882352941177,0.205882352941177,0.255813953488373,0.714285714285714,0.142857142857143,0.0330549729367953,0.0330549729367953,0.0254698714872707,0.0300634229408632,0.0799666805497709,0.8,0.2,0.672897196261682,73,0.327102803738318,0.2
"167","HYS","Solanum_rostratum",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,10.5,1,1
"168","HYS","Solidago_canadensis",-0.375,-0.375,1,1,NA,0.0640101402810534,0.0640101402810534,0,0,NA,0.1,0.0275000000000001,0.429906542056075,47,0.570093457943925,0.9
"169","HYS","Solidago_missouriensis",1,1,1,1,1,0,0,0,0,0,0,0,0,10.5,1,1
"170","HYS","Sorghastrum_nutans",-0.986666666666667,-0.986666666666667,-1,-1,-1,0.000223265930584689,0.000223265930584689,0,0,0,0.9,0.869999999999999,0.841121495327103,91,0.158878504672897,0.1
"171","HYS","Sphaeralcea_coccinea",0.956521739130435,0.956521739130435,0.818181818181818,0.75,0.964285714285714,0.00194781542501707,0.00194781542501707,0.0053885986177043,0.0192263317510549,0.00132805580414801,0.6,0.0275,0.420560747663551,46,0.579439252336449,0.4
"172","HYS","Sporobolus_asper",-0.399290647750607,-0.399290647750607,-0.272420104181332,-0.426188490408674,-0.138663335415365,0.0032216876057303,0.0032216876057303,0.00329743775570252,0.00618952406419239,0.00820788761997522,1,23.3075,0.990654205607477,107,0.00934579439252337,0
"173","HYS","Sporobolus_cryptandrus",0.181818181818182,0.181818181818182,-0.142857142857143,1,-0.4,0.0976818781065837,0.0976818781065837,0.0875849468081762,0,0.142167088607594,0.8,0.1125,0.626168224299065,68,0.373831775700935,0.2
"174","HYS","Sporobolus_heterolepis",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"175","HYS","Stenaria_nigricans",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"176","HYS","Teucrium_canadense",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"177","HYS","Thelesperma_megapotamicum",0.263157894736843,0.263157894736843,0.353846153846154,0.333333333333334,0.542857142857143,0.0829617772652336,0.0829617772652336,0.041402261332924,0.0856383809970307,0.0538660958777725,1,0.1225,0.654205607476635,71,0.345794392523365,0
"178","HYS","Tradescantia_bracteata",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10.5,1,1
"179","HYS","Tragia_racemosa",0.701492537313433,0.701492537313433,0.811023622047244,0.844155844155844,0.772727272727272,0.0138075686916566,0.0138075686916566,0.00587890962616775,0.00770407518615745,0.0206021228317565,0.9,0.0574999999999999,0.560747663551402,61,0.439252336448598,0.1
"180","HYS","Tragopogon_dubius",0.150000000000001,0.150000000000001,-0.073170731707317,-0.125,-0.166666666666667,0.069429225628931,0.069429225628931,0.0538288899483882,0.144678043413766,0.144041061103297,0.9,0.254999999999999,0.691588785046729,75,0.308411214953271,0.1
"181","HYS","Triodanis_sp.",0.818181818181818,0.818181818181818,0.666666666666667,0.6,1,0.0298979474801313,0.0298979474801313,0.098486258452758,0.139989873417721,0,0.3,0.0125,0.355140186915888,39,0.644859813084112,0.7
"182","HYS","UNKFHYS1",NA,NA,1,NA,NA,NA,NA,0,NA,NA,0,0,0,10.5,1,1
"183","HYS","UNKFHYS2",NA,NA,-1,NA,NA,NA,NA,0,NA,NA,0.1,0.0124999999999999,0.345794392523364,38,0.654205607476636,0.9
"184","HYS","Vicia_americana",-0.749999999999999,-0.749999999999999,-0.636363636363637,-1,-0.555555555555556,0.0563949488993707,0.0563949488993707,0.071049874054378,0,0.109338071728029,0.7,0.04,0.467289719626168,51,0.532710280373832,0.3
"185","HYS","Viola_rafinesquii",-1,-1,0.583333333333332,0.714285714285714,0.529411764705882,0,0,0.0295622353666481,0.0727123192340745,0.0458018668540724,0.3,0.0149999999999999,0.364485981308411,40,0.635514018691589,0.7
"186","HYS","Vulpia_octoflora",0.733333333333333,0.733333333333333,0.674418604651163,0.933333333333333,0.333333333333334,0.0347892848823665,0.0347892848823665,0.021329244437174,0.00503566182215979,0.170026566651039,0.5,0.12,0.644859813084112,70,0.355140186915888,0.5
"187","KNZ","Achillea_millefolium",1,1,1,1,1,0,0,0,0,0,0,0,0,8,1,1
"188","KNZ","Amaranthus_sp. ",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,8,1,1
"189","KNZ","Ambrosia_artemisiifolia",0,0,-1,NA,-1,0.499999999999998,0.499999999999998,0,NA,0,0.222222222222222,0.00555555555555557,0.311688311688312,25,0.688311688311688,0.777777777777778
"190","KNZ","Ambrosia_psilostachya",0.05006105006105,0.05006105006105,0.0203375162267414,0.161825726141079,-0.016949152542373,0.00538670523169583,0.00538670523169583,0.00393082288482959,0.00900876694044652,0.00394178472557379,1,9.025,0.935064935064935,73,0.064935064935065,0
"191","KNZ","Amorpha_canescens",-0.321947053800171,-0.321947053800171,-0.373315363881402,-0.417754569190601,-0.325905292479108,0.0188070501282994,0.0188070501282994,0.0151589170136623,0.0286057333456699,0.0319951208783139,1,5.53333333333333,0.922077922077922,72,0.077922077922078,0
"192","KNZ","Andropogon_gerardii",0.173430951244098,0.173430951244098,0.12121491026231,0.0935082737687262,0.145784492489364,0.000723954063164552,0.000723954063164552,0.000556642045398343,0.00146349173628631,0.000802904386260749,1,53.8138888888889,1,78,0,0
"193","KNZ","Antennaria_neglecta",-1,-1,-1,-1,-1,0,0,0,0,0,0.888888888888889,0.0444444444444445,0.506493506493506,40,0.493506493506494,0.111111111111111
"194","KNZ","Artemesia_ludoviciana",0.864406779661017,0.864406779661017,0.692307692307692,0.90625,0.433962264150943,0.00353503341451553,0.00353503341451553,0.0112396704585977,0.00377722027935558,0.03243979291253,1,0.088888888888889,0.61038961038961,48,0.38961038961039,0
