Site,Date,Month,Day,Year,ambient_precip
KNZ,9/7/2017,9,7,2017,0
KNZ,9/8/2017,9,8,2017,0
KNZ,9/9/2017,9,9,2017,0
KNZ,9/10/2017,9,10,2017,0
KNZ,9/11/2017,9,11,2017,0
KNZ,9/12/2017,9,12,2017,0
KNZ,9/13/2017,9,13,2017,0
KNZ,9/14/2017,9,14,2017,1
KNZ,9/15/2017,9,15,2017,0
KNZ,4/1/2018,4,1,2018,0.3
KNZ,4/2/2018,4,2,2018,0.3
KNZ,4/3/2018,4,3,2018,1.5
KNZ,4/4/2018,4,4,2018,0
KNZ,4/5/2018,4,5,2018,0
KNZ,4/6/2018,4,6,2018,0
KNZ,4/7/2018,4,7,2018,0
KNZ,4/8/2018,4,8,2018,0.8
KNZ,4/9/2018,4,9,2018,0
KNZ,4/10/2018,4,10,2018,0
KNZ,4/11/2018,4,11,2018,0
KNZ,4/12/2018,4,12,2018,0
KNZ,4/13/2018,4,13,2018,0
KNZ,4/14/2018,4,14,2018,1.5
KNZ,4/15/2018,4,15,2018,0
KNZ,4/16/2018,4,16,2018,0
KNZ,4/17/2018,4,17,2018,0
KNZ,4/18/2018,4,18,2018,0.3
KNZ,4/19/2018,4,19,2018,0
KNZ,4/20/2018,4,20,2018,0
KNZ,4/21/2018,4,21,2018,16.5
KNZ,4/22/2018,4,22,2018,0.3
KNZ,4/23/2018,4,23,2018,0
KNZ,4/24/2018,4,24,2018,0
KNZ,4/25/2018,4,25,2018,19.8
KNZ,4/26/2018,4,26,2018,0
KNZ,4/27/2018,4,27,2018,0
KNZ,4/28/2018,4,28,2018,0
KNZ,4/29/2018,4,29,2018,0
KNZ,4/30/2018,4,30,2018,0
KNZ,5/1/2018,5,1,2018,0.3
KNZ,5/2/2018,5,2,2018,19.6
KNZ,5/3/2018,5,3,2018,16
KNZ,5/4/2018,5,4,2018,0
KNZ,5/5/2018,5,5,2018,0
KNZ,5/6/2018,5,6,2018,0
KNZ,5/7/2018,5,7,2018,0
KNZ,5/8/2018,5,8,2018,0
KNZ,5/9/2018,5,9,2018,0
KNZ,5/10/2018,5,10,2018,0
KNZ,5/11/2018,5,11,2018,0
KNZ,5/12/2018,5,12,2018,0
KNZ,5/13/2018,5,13,2018,0.5
KNZ,5/14/2018,5,14,2018,5.3
KNZ,5/15/2018,5,15,2018,0
KNZ,5/16/2018,5,16,2018,0
KNZ,5/17/2018,5,17,2018,0
KNZ,5/18/2018,5,18,2018,0.3
KNZ,5/19/2018,5,19,2018,18.5
KNZ,5/20/2018,5,20,2018,0.5
KNZ,5/21/2018,5,21,2018,0
KNZ,5/22/2018,5,22,2018,0
KNZ,5/23/2018,5,23,2018,0
KNZ,5/24/2018,5,24,2018,0
KNZ,5/25/2018,5,25,2018,0
KNZ,5/26/2018,5,26,2018,0
KNZ,5/27/2018,5,27,2018,0
KNZ,5/28/2018,5,28,2018,0
KNZ,5/29/2018,5,29,2018,19.1
KNZ,5/30/2018,5,30,2018,0.3
KNZ,5/31/2018,5,31,2018,0
KNZ,6/1/2018,6,1,2018,0
KNZ,6/2/2018,6,2,2018,13.7
KNZ,6/3/2018,6,3,2018,0
KNZ,6/4/2018,6,4,2018,0
KNZ,6/5/2018,6,5,2018,0
KNZ,6/6/2018,6,6,2018,0
KNZ,6/7/2018,6,7,2018,0
KNZ,6/8/2018,6,8,2018,0
KNZ,6/9/2018,6,9,2018,0
KNZ,6/10/2018,6,10,2018,0
KNZ,6/11/2018,6,11,2018,5.6
KNZ,6/12/2018,6,12,2018,0
KNZ,6/13/2018,6,13,2018,0
KNZ,6/14/2018,6,14,2018,0
KNZ,6/15/2018,6,15,2018,0
KNZ,6/16/2018,6,16,2018,0
KNZ,6/17/2018,6,17,2018,0
KNZ,6/18/2018,6,18,2018,0
KNZ,6/19/2018,6,19,2018,1.5
KNZ,6/20/2018,6,20,2018,1.3
KNZ,6/21/2018,6,21,2018,0
KNZ,6/22/2018,6,22,2018,0
KNZ,6/23/2018,6,23,2018,0
KNZ,6/24/2018,6,24,2018,0
KNZ,6/25/2018,6,25,2018,14
KNZ,6/26/2018,6,26,2018,1.5
KNZ,6/27/2018,6,27,2018,0
KNZ,6/28/2018,6,28,2018,0
KNZ,6/29/2018,6,29,2018,0
KNZ,6/30/2018,6,30,2018,0.3
KNZ,7/1/2018,7,1,2018,0.3
KNZ,7/2/2018,7,2,2018,0
KNZ,7/3/2018,7,3,2018,0
KNZ,7/4/2018,7,4,2018,0
KNZ,7/5/2018,7,5,2018,9.1
KNZ,7/6/2018,7,6,2018,0
KNZ,7/7/2018,7,7,2018,0
KNZ,7/8/2018,7,8,2018,0
KNZ,7/9/2018,7,9,2018,0
KNZ,7/10/2018,7,10,2018,0
KNZ,7/11/2018,7,11,2018,0
KNZ,7/12/2018,7,12,2018,0
KNZ,7/13/2018,7,13,2018,3
KNZ,7/14/2018,7,14,2018,42.7
KNZ,7/15/2018,7,15,2018,0
KNZ,7/16/2018,7,16,2018,0
KNZ,7/17/2018,7,17,2018,6.1
KNZ,7/18/2018,7,18,2018,0
KNZ,7/19/2018,7,19,2018,6.4
KNZ,7/20/2018,7,20,2018,0
KNZ,7/21/2018,7,21,2018,0
KNZ,7/22/2018,7,22,2018,0
KNZ,7/23/2018,7,23,2018,0
KNZ,7/24/2018,7,24,2018,0
KNZ,7/25/2018,7,25,2018,0.3
KNZ,7/26/2018,7,26,2018,2
KNZ,7/27/2018,7,27,2018,0
KNZ,7/28/2018,7,28,2018,0
KNZ,7/29/2018,7,29,2018,11.9
KNZ,7/30/2018,7,30,2018,4.8
KNZ,7/31/2018,7,31,2018,0
KNZ,8/1/2018,8,1,2018,0
KNZ,8/2/2018,8,2,2018,0
KNZ,8/3/2018,8,3,2018,0
KNZ,8/4/2018,8,4,2018,1.3
KNZ,8/5/2018,8,5,2018,0
KNZ,8/6/2018,8,6,2018,0
KNZ,8/7/2018,8,7,2018,13
KNZ,8/8/2018,8,8,2018,0
KNZ,8/9/2018,8,9,2018,0
KNZ,8/10/2018,8,10,2018,0
KNZ,8/11/2018,8,11,2018,0
KNZ,8/12/2018,8,12,2018,0
KNZ,8/13/2018,8,13,2018,9.1
KNZ,8/14/2018,8,14,2018,9.7
KNZ,8/15/2018,8,15,2018,0
KNZ,8/16/2018,8,16,2018,0.3
KNZ,8/17/2018,8,17,2018,0
KNZ,8/18/2018,8,18,2018,0
KNZ,8/19/2018,8,19,2018,47.2
KNZ,8/20/2018,8,20,2018,1
KNZ,8/21/2018,8,21,2018,0.3
KNZ,8/22/2018,8,22,2018,0
KNZ,8/23/2018,8,23,2018,46.2
KNZ,8/24/2018,8,24,2018,0
KNZ,8/25/2018,8,25,2018,0
KNZ,8/26/2018,8,26,2018,12.2
KNZ,8/27/2018,8,27,2018,0
KNZ,8/28/2018,8,28,2018,0
KNZ,8/29/2018,8,29,2018,0
KNZ,8/30/2018,8,30,2018,0
KNZ,8/31/2018,8,31,2018,0
KNZ,9/1/2018,9,1,2018,0.3
KNZ,9/2/2018,9,2,2018,4.6
KNZ,9/3/2018,9,3,2018,1.5
KNZ,9/4/2018,9,4,2018,0
KNZ,9/5/2018,9,5,2018,10.4
KNZ,9/6/2018,9,6,2018,6.9
KNZ,9/7/2018,9,7,2018,36.8
KNZ,9/8/2018,9,8,2018,64.8
KNZ,9/9/2018,9,9,2018,0
KNZ,9/10/2018,9,10,2018,0
KNZ,9/11/2018,9,11,2018,0
KNZ,9/12/2018,9,12,2018,13.2
KNZ,9/13/2018,9,13,2018,0
KNZ,9/14/2018,9,14,2018,0
KNZ,9/15/2018,9,15,2018,0
KNZ,4/1/2019,4,1,2019,0
KNZ,4/2/2019,4,2,2019,0
KNZ,4/3/2019,4,3,2019,37.1
KNZ,4/4/2019,4,4,2019,2.5
KNZ,4/5/2019,4,5,2019,31
KNZ,4/6/2019,4,6,2019,19.1
KNZ,4/7/2019,4,7,2019,0
KNZ,4/8/2019,4,8,2019,0
KNZ,4/9/2019,4,9,2019,6.9
KNZ,4/10/2019,4,10,2019,33.8
KNZ,4/11/2019,4,11,2019,0.3
KNZ,4/12/2019,4,12,2019,11.7
KNZ,4/13/2019,4,13,2019,11.2
KNZ,4/14/2019,4,14,2019,0
KNZ,4/15/2019,4,15,2019,0
KNZ,4/16/2019,4,16,2019,0
KNZ,4/17/2019,4,17,2019,0
KNZ,4/18/2019,4,18,2019,0
KNZ,4/19/2019,4,19,2019,0
KNZ,4/20/2019,4,20,2019,0
KNZ,4/21/2019,4,21,2019,0
KNZ,4/22/2019,4,22,2019,0.5
KNZ,4/23/2019,4,23,2019,0
KNZ,4/24/2019,4,24,2019,0
KNZ,4/25/2019,4,25,2019,1.8
KNZ,4/26/2019,4,26,2019,0
KNZ,4/27/2019,4,27,2019,5.3
KNZ,4/28/2019,4,28,2019,3.8
KNZ,4/29/2019,4,29,2019,0
KNZ,4/30/2019,4,30,2019,1.5
KNZ,5/1/2019,5,1,2019,0
KNZ,5/2/2019,5,2,2019,0
KNZ,5/3/2019,5,3,2019,0
KNZ,5/4/2019,5,4,2019,23.8
KNZ,5/5/2019,5,5,2019,0
KNZ,5/6/2019,5,6,2019,0.5
KNZ,5/7/2019,5,7,2019,17
KNZ,5/8/2019,5,8,2019,16.3
KNZ,5/9/2019,5,9,2019,71.9
KNZ,5/10/2019,5,10,2019,0
KNZ,5/11/2019,5,11,2019,6.6
KNZ,5/12/2019,5,12,2019,0.3
KNZ,5/13/2019,5,13,2019,0
KNZ,5/14/2019,5,14,2019,0
KNZ,5/15/2019,5,15,2019,0
KNZ,5/16/2019,5,16,2019,0
KNZ,5/17/2019,5,17,2019,0
KNZ,5/18/2019,5,18,2019,0
KNZ,5/19/2019,5,19,2019,0
KNZ,5/20/2019,5,20,2019,32.5
KNZ,5/21/2019,5,21,2019,8.9
KNZ,5/22/2019,5,22,2019,27.4
KNZ,5/23/2019,5,23,2019,0
KNZ,5/24/2019,5,24,2019,0
KNZ,5/25/2019,5,25,2019,4.6
KNZ,5/26/2019,5,26,2019,11.4
KNZ,5/27/2019,5,27,2019,0
KNZ,5/28/2019,5,28,2019,0
KNZ,5/29/2019,5,29,2019,0
KNZ,5/30/2019,5,30,2019,0
KNZ,5/31/2019,5,31,2019,0
KNZ,6/1/2019,6,1,2019,0
KNZ,6/2/2019,6,2,2019,0
KNZ,6/3/2019,6,3,2019,0
KNZ,6/4/2019,6,4,2019,0
KNZ,6/5/2019,6,5,2019,0
KNZ,6/6/2019,6,6,2019,1
KNZ,6/7/2019,6,7,2019,0
KNZ,6/8/2019,6,8,2019,0
KNZ,6/9/2019,6,9,2019,0
KNZ,6/10/2019,6,10,2019,0
KNZ,6/11/2019,6,11,2019,0
KNZ,6/12/2019,6,12,2019,0
KNZ,6/13/2019,6,13,2019,1.5
KNZ,6/14/2019,6,14,2019,0.3
KNZ,6/15/2019,6,15,2019,0
KNZ,6/16/2019,6,16,2019,0
KNZ,6/17/2019,6,17,2019,0
KNZ,6/18/2019,6,18,2019,31.8
KNZ,6/19/2019,6,19,2019,0
KNZ,6/20/2019,6,20,2019,0
KNZ,6/21/2019,6,21,2019,0
KNZ,6/22/2019,6,22,2019,0
KNZ,6/23/2019,6,23,2019,34.1
KNZ,6/24/2019,6,24,2019,7.6
KNZ,6/25/2019,6,25,2019,0
KNZ,6/26/2019,6,26,2019,0
KNZ,6/27/2019,6,27,2019,7.3
KNZ,6/28/2019,6,28,2019,8
KNZ,6/29/2019,6,29,2019,0
KNZ,6/30/2019,6,30,2019,0
KNZ,7/1/2019,7,1,2019,46.9
KNZ,7/2/2019,7,2,2019,0
KNZ,7/3/2019,7,3,2019,6.8
KNZ,7/4/2019,7,4,2019,0
KNZ,7/5/2019,7,5,2019,0
KNZ,7/6/2019,7,6,2019,0
KNZ,7/7/2019,7,7,2019,1.6
KNZ,7/8/2019,7,8,2019,0
KNZ,7/9/2019,7,9,2019,0
KNZ,7/10/2019,7,10,2019,0
KNZ,7/11/2019,7,11,2019,48
KNZ,7/12/2019,7,12,2019,0
KNZ,7/13/2019,7,13,2019,0
KNZ,7/14/2019,7,14,2019,0
KNZ,7/15/2019,7,15,2019,0
KNZ,7/16/2019,7,16,2019,51.6
KNZ,7/17/2019,7,17,2019,0
KNZ,7/18/2019,7,18,2019,0
KNZ,7/19/2019,7,19,2019,0
KNZ,7/20/2019,7,20,2019,0
KNZ,7/21/2019,7,21,2019,22.4
KNZ,7/22/2019,7,22,2019,0
KNZ,7/23/2019,7,23,2019,0
KNZ,7/24/2019,7,24,2019,5.8
KNZ,7/25/2019,7,25,2019,0.3
KNZ,7/26/2019,7,26,2019,0
KNZ,7/27/2019,7,27,2019,0
KNZ,7/28/2019,7,28,2019,1.8
KNZ,7/29/2019,7,29,2019,0.8
KNZ,7/30/2019,7,30,2019,1.3
KNZ,7/31/2019,7,31,2019,14
KNZ,8/1/2019,8,1,2019,0.3
KNZ,8/2/2019,8,2,2019,0
KNZ,8/3/2019,8,3,2019,0
KNZ,8/4/2019,8,4,2019,0
KNZ,8/5/2019,8,5,2019,0
KNZ,8/6/2019,8,6,2019,0
KNZ,8/7/2019,8,7,2019,0.3
KNZ,8/8/2019,8,8,2019,17.5
KNZ,8/9/2019,8,9,2019,0
KNZ,8/10/2019,8,10,2019,33.5
KNZ,8/11/2019,8,11,2019,41.1
KNZ,8/12/2019,8,12,2019,33.3
KNZ,8/13/2019,8,13,2019,0
KNZ,8/14/2019,8,14,2019,0.5
KNZ,8/15/2019,8,15,2019,0
KNZ,8/16/2019,8,16,2019,0
KNZ,8/17/2019,8,17,2019,0
KNZ,8/18/2019,8,18,2019,0
KNZ,8/19/2019,8,19,2019,0
KNZ,8/20/2019,8,20,2019,0
KNZ,8/21/2019,8,21,2019,17.8
KNZ,8/22/2019,8,22,2019,1
KNZ,8/23/2019,8,23,2019,0
KNZ,8/24/2019,8,24,2019,0
KNZ,8/25/2019,8,25,2019,0
KNZ,8/26/2019,8,26,2019,0
KNZ,8/27/2019,8,27,2019,13.2
KNZ,8/28/2019,8,28,2019,0
KNZ,8/29/2019,8,29,2019,0
KNZ,8/30/2019,8,30,2019,0
KNZ,8/31/2019,8,31,2019,0
KNZ,9/1/2019,9,1,2019,0
KNZ,9/2/2019,9,2,2019,0
KNZ,9/3/2019,9,3,2019,0
KNZ,9/4/2019,9,4,2019,6.9
KNZ,9/5/2019,9,5,2019,24.1
KNZ,9/6/2019,9,6,2019,0
KNZ,9/7/2019,9,7,2019,0.8
KNZ,9/8/2019,9,8,2019,7.6
KNZ,9/9/2019,9,9,2019,0
KNZ,9/10/2019,9,10,2019,0
KNZ,9/11/2019,9,11,2019,0
KNZ,9/12/2019,9,12,2019,0
KNZ,9/13/2019,9,13,2019,28.7
KNZ,9/14/2019,9,14,2019,4.6
KNZ,9/15/2019,9,15,2019,0
KNZ,4/1/2020,4,1,2020,0
KNZ,4/2/2020,4,2,2020,0
KNZ,4/3/2020,4,3,2020,0
KNZ,4/4/2020,4,4,2020,4.6
KNZ,4/5/2020,4,5,2020,0
KNZ,4/6/2020,4,6,2020,0
KNZ,4/7/2020,4,7,2020,0
KNZ,4/8/2020,4,8,2020,0
KNZ,4/9/2020,4,9,2020,0
KNZ,4/10/2020,4,10,2020,29
KNZ,4/11/2020,4,11,2020,0
KNZ,4/12/2020,4,12,2020,0
KNZ,4/13/2020,4,13,2020,0
KNZ,4/14/2020,4,14,2020,0
KNZ,4/15/2020,4,15,2020,0.8
KNZ,4/16/2020,4,16,2020,21.1
KNZ,4/17/2020,4,17,2020,0
KNZ,4/18/2020,4,18,2020,0
KNZ,4/19/2020,4,19,2020,0.3
KNZ,4/20/2020,4,20,2020,0
KNZ,4/21/2020,4,21,2020,29
KNZ,4/22/2020,4,22,2020,9.7
KNZ,4/23/2020,4,23,2020,0
KNZ,4/24/2020,4,24,2020,0
KNZ,4/25/2020,4,25,2020,0
KNZ,4/26/2020,4,26,2020,0
KNZ,4/27/2020,4,27,2020,1
KNZ,4/28/2020,4,28,2020,9.9
KNZ,4/29/2020,4,29,2020,0.3
KNZ,4/30/2020,4,30,2020,25.4
KNZ,5/1/2020,5,1,2020,20.3
KNZ,5/2/2020,5,2,2020,0
KNZ,5/3/2020,5,3,2020,0
KNZ,5/4/2020,5,4,2020,0
KNZ,5/5/2020,5,5,2020,0
KNZ,5/6/2020,5,6,2020,0
KNZ,5/7/2020,5,7,2020,0
KNZ,5/8/2020,5,8,2020,0
KNZ,5/9/2020,5,9,2020,0
KNZ,5/10/2020,5,10,2020,0
KNZ,5/11/2020,5,11,2020,1
KNZ,5/12/2020,5,12,2020,0
KNZ,5/13/2020,5,13,2020,0
KNZ,5/14/2020,5,14,2020,0
KNZ,5/15/2020,5,15,2020,0.5
KNZ,5/16/2020,5,16,2020,0
KNZ,5/17/2020,5,17,2020,0
KNZ,5/18/2020,5,18,2020,24.9
KNZ,5/19/2020,5,19,2020,1
KNZ,5/20/2020,5,20,2020,0
KNZ,5/21/2020,5,21,2020,0
KNZ,5/22/2020,5,22,2020,0
KNZ,5/23/2020,5,23,2020,0
KNZ,5/24/2020,5,24,2020,0
KNZ,5/25/2020,5,25,2020,0
KNZ,5/26/2020,5,26,2020,0
KNZ,5/27/2020,5,27,2020,0
KNZ,5/28/2020,5,28,2020,0
KNZ,5/29/2020,5,29,2020,0
KNZ,5/30/2020,5,30,2020,0
KNZ,5/31/2020,5,31,2020,24.1
KNZ,6/1/2020,6,1,2020,0
KNZ,6/2/2020,6,2,2020,0
KNZ,6/3/2020,6,3,2020,0
KNZ,6/4/2020,6,4,2020,0
KNZ,6/5/2020,6,5,2020,0.5
KNZ,6/6/2020,6,6,2020,1
KNZ,6/7/2020,6,7,2020,0
KNZ,6/8/2020,6,8,2020,0
KNZ,6/9/2020,6,9,2020,0
KNZ,6/10/2020,6,10,2020,15
KNZ,6/11/2020,6,11,2020,6.9
KNZ,6/12/2020,6,12,2020,0
KNZ,6/13/2020,6,13,2020,0
KNZ,6/14/2020,6,14,2020,0
KNZ,6/15/2020,6,15,2020,0
KNZ,6/16/2020,6,16,2020,4.1
KNZ,6/17/2020,6,17,2020,2.3
KNZ,6/18/2020,6,18,2020,96.5
KNZ,6/19/2020,6,19,2020,0
KNZ,6/20/2020,6,20,2020,12.4
KNZ,6/21/2020,6,21,2020,0.8
KNZ,6/22/2020,6,22,2020,2.8
KNZ,6/23/2020,6,23,2020,0.3
KNZ,6/24/2020,6,24,2020,1.3
KNZ,6/25/2020,6,25,2020,0
KNZ,6/26/2020,6,26,2020,0
KNZ,6/27/2020,6,27,2020,0.3
KNZ,6/28/2020,6,28,2020,0.3
KNZ,6/29/2020,6,29,2020,22.1
KNZ,6/30/2020,6,30,2020,0
KNZ,7/1/2020,7,1,2020,0
KNZ,7/2/2020,7,2,2020,0.3
KNZ,7/3/2020,7,3,2020,15
KNZ,7/4/2020,7,4,2020,0
KNZ,7/5/2020,7,5,2020,0
KNZ,7/6/2020,7,6,2020,0
KNZ,7/7/2020,7,7,2020,0
KNZ,7/8/2020,7,8,2020,0
KNZ,7/9/2020,7,9,2020,0
KNZ,7/10/2020,7,10,2020,0
KNZ,7/11/2020,7,11,2020,25.1
KNZ,7/12/2020,7,12,2020,0
KNZ,7/13/2020,7,13,2020,0
KNZ,7/14/2020,7,14,2020,2.8
KNZ,7/15/2020,7,15,2020,0
KNZ,7/16/2020,7,16,2020,0
KNZ,7/17/2020,7,17,2020,0
KNZ,7/18/2020,7,18,2020,0
KNZ,7/19/2020,7,19,2020,0
KNZ,7/20/2020,7,20,2020,0
KNZ,7/21/2020,7,21,2020,0
KNZ,7/22/2020,7,22,2020,0
KNZ,7/23/2020,7,23,2020,0.5
KNZ,7/24/2020,7,24,2020,0
KNZ,7/25/2020,7,25,2020,0
KNZ,7/26/2020,7,26,2020,0
KNZ,7/27/2020,7,27,2020,0
KNZ,7/28/2020,7,28,2020,10.9
KNZ,7/29/2020,7,29,2020,2
KNZ,7/30/2020,7,30,2020,0
KNZ,7/31/2020,7,31,2020,0
KNZ,8/1/2020,8,1,2020,0
KNZ,8/2/2020,8,2,2020,1.5
KNZ,8/3/2020,8,3,2020,0
KNZ,8/4/2020,8,4,2020,0
KNZ,8/5/2020,8,5,2020,0
KNZ,8/6/2020,8,6,2020,0
KNZ,8/7/2020,8,7,2020,0
KNZ,8/8/2020,8,8,2020,0
KNZ,8/9/2020,8,9,2020,0.8
KNZ,8/10/2020,8,10,2020,0
KNZ,8/11/2020,8,11,2020,0
KNZ,8/12/2020,8,12,2020,19.3
KNZ,8/13/2020,8,13,2020,5.6
KNZ,8/14/2020,8,14,2020,0
KNZ,8/15/2020,8,15,2020,0
KNZ,8/16/2020,8,16,2020,0
KNZ,8/17/2020,8,17,2020,0
KNZ,8/18/2020,8,18,2020,0
KNZ,8/19/2020,8,19,2020,0
KNZ,8/20/2020,8,20,2020,0
KNZ,8/21/2020,8,21,2020,0
KNZ,8/22/2020,8,22,2020,0
KNZ,8/23/2020,8,23,2020,0
KNZ,8/24/2020,8,24,2020,0
KNZ,8/25/2020,8,25,2020,0
KNZ,8/26/2020,8,26,2020,0
KNZ,8/27/2020,8,27,2020,2
KNZ,8/28/2020,8,28,2020,0
KNZ,8/29/2020,8,29,2020,0
KNZ,8/30/2020,8,30,2020,0
KNZ,8/31/2020,8,31,2020,0
KNZ,9/1/2020,9,1,2020,0
KNZ,9/2/2020,9,2,2020,0
KNZ,9/3/2020,9,3,2020,0
KNZ,9/4/2020,9,4,2020,0
KNZ,9/5/2020,9,5,2020,0
KNZ,9/6/2020,9,6,2020,0
KNZ,9/7/2020,9,7,2020,0
KNZ,9/8/2020,9,8,2020,0
KNZ,9/9/2020,9,9,2020,0
KNZ,9/10/2020,9,10,2020,0
KNZ,9/11/2020,9,11,2020,0
KNZ,9/12/2020,9,12,2020,0
KNZ,9/13/2020,9,13,2020,0
KNZ,9/14/2020,9,14,2020,0
KNZ,9/15/2020,9,15,2020,4.1
KNZ,4/1/2021,4,1,2021,0
KNZ,4/2/2021,4,2,2021,0
KNZ,4/3/2021,4,3,2021,0
KNZ,4/4/2021,4,4,2021,0
KNZ,4/5/2021,4,5,2021,0
KNZ,4/6/2021,4,6,2021,0
KNZ,4/7/2021,4,7,2021,0
KNZ,4/8/2021,4,8,2021,0
KNZ,4/9/2021,4,9,2021,0
KNZ,4/10/2021,4,10,2021,0
KNZ,4/11/2021,4,11,2021,0
KNZ,4/12/2021,4,12,2021,0
KNZ,4/13/2021,4,13,2021,0
KNZ,4/14/2021,4,14,2021,0
KNZ,4/15/2021,4,15,2021,0
KNZ,4/16/2021,4,16,2021,0
KNZ,4/17/2021,4,17,2021,0
KNZ,4/18/2021,4,18,2021,6.9
KNZ,4/19/2021,4,19,2021,0
KNZ,4/20/2021,4,20,2021,6.4
KNZ,4/21/2021,4,21,2021,0
KNZ,4/22/2021,4,22,2021,0.8
KNZ,4/23/2021,4,23,2021,1.3
KNZ,4/24/2021,4,24,2021,0
KNZ,4/25/2021,4,25,2021,0
KNZ,4/26/2021,4,26,2021,0
KNZ,4/27/2021,4,27,2021,0
KNZ,4/28/2021,4,28,2021,1
KNZ,4/29/2021,4,29,2021,0
KNZ,4/30/2021,4,30,2021,0
KNZ,5/1/2021,5,1,2021,0
KNZ,5/2/2021,5,2,2021,0
KNZ,5/3/2021,5,3,2021,0.5
KNZ,5/4/2021,5,4,2021,1
KNZ,5/5/2021,5,5,2021,0
KNZ,5/6/2021,5,6,2021,0
KNZ,5/7/2021,5,7,2021,0
KNZ,5/8/2021,5,8,2021,15
KNZ,5/9/2021,5,9,2021,6.9
KNZ,5/10/2021,5,10,2021,0
KNZ,5/11/2021,5,11,2021,0
KNZ,5/12/2021,5,12,2021,0
KNZ,5/13/2021,5,13,2021,0
KNZ,5/14/2021,5,14,2021,4.1
KNZ,5/15/2021,5,15,2021,2.3
KNZ,5/16/2021,5,16,2021,96.5
KNZ,5/17/2021,5,17,2021,0
KNZ,5/18/2021,5,18,2021,12.4
KNZ,5/19/2021,5,19,2021,0.8
KNZ,5/20/2021,5,20,2021,2.8
KNZ,5/21/2021,5,21,2021,0.3
KNZ,5/22/2021,5,22,2021,1.3
KNZ,5/23/2021,5,23,2021,0
KNZ,5/24/2021,5,24,2021,0
KNZ,5/25/2021,5,25,2021,0.3
KNZ,5/26/2021,5,26,2021,0.3
KNZ,5/27/2021,5,27,2021,22.1
KNZ,5/28/2021,5,28,2021,0
KNZ,5/29/2021,5,29,2021,0
KNZ,5/30/2021,5,30,2021,0.3
KNZ,5/31/2021,5,31,2021,15
KNZ,6/1/2021,6,1,2021,0
KNZ,6/2/2021,6,2,2021,0
KNZ,6/3/2021,6,3,2021,0
KNZ,6/4/2021,6,4,2021,0
KNZ,6/5/2021,6,5,2021,0
KNZ,6/6/2021,6,6,2021,0
KNZ,6/7/2021,6,7,2021,0
KNZ,6/8/2021,6,8,2021,25.1
KNZ,6/9/2021,6,9,2021,0
KNZ,6/10/2021,6,10,2021,0
KNZ,6/11/2021,6,11,2021,2.8
KNZ,6/12/2021,6,12,2021,0
KNZ,6/13/2021,6,13,2021,0
KNZ,6/14/2021,6,14,2021,0
KNZ,6/15/2021,6,15,2021,0
KNZ,6/16/2021,6,16,2021,0
KNZ,6/17/2021,6,17,2021,0
KNZ,6/18/2021,6,18,2021,0
KNZ,6/19/2021,6,19,2021,0
KNZ,6/20/2021,6,20,2021,0.5
KNZ,6/21/2021,6,21,2021,0
KNZ,6/22/2021,6,22,2021,0
KNZ,6/23/2021,6,23,2021,0
KNZ,6/24/2021,6,24,2021,0
KNZ,6/25/2021,6,25,2021,10.9
KNZ,6/26/2021,6,26,2021,2
KNZ,6/27/2021,6,27,2021,0
KNZ,6/28/2021,6,28,2021,0
KNZ,6/29/2021,6,29,2021,0
KNZ,6/30/2021,6,30,2021,1.5
KNZ,7/1/2021,7,1,2021,0
KNZ,7/2/2021,7,2,2021,0
KNZ,7/3/2021,7,3,2021,0
KNZ,7/4/2021,7,4,2021,0
KNZ,7/5/2021,7,5,2021,0
KNZ,7/6/2021,7,6,2021,0
KNZ,7/7/2021,7,7,2021,0.8
KNZ,7/8/2021,7,8,2021,0
KNZ,7/9/2021,7,9,2021,0
KNZ,7/10/2021,7,10,2021,19.3
KNZ,7/11/2021,7,11,2021,5.6
KNZ,7/12/2021,7,12,2021,0
KNZ,7/13/2021,7,13,2021,0
KNZ,7/14/2021,7,14,2021,0
KNZ,7/15/2021,7,15,2021,0
KNZ,7/16/2021,7,16,2021,0
KNZ,7/17/2021,7,17,2021,0
KNZ,7/18/2021,7,18,2021,0
KNZ,7/19/2021,7,19,2021,0
KNZ,7/20/2021,7,20,2021,0
KNZ,7/21/2021,7,21,2021,0
KNZ,7/22/2021,7,22,2021,0
KNZ,7/23/2021,7,23,2021,0
KNZ,7/24/2021,7,24,2021,0
KNZ,7/25/2021,7,25,2021,2
KNZ,7/26/2021,7,26,2021,0
KNZ,7/27/2021,7,27,2021,0
KNZ,7/28/2021,7,28,2021,0
KNZ,7/29/2021,7,29,2021,0
KNZ,7/30/2021,7,30,2021,0
KNZ,7/31/2021,7,31,2021,0
KNZ,8/1/2021,8,1,2021,0
KNZ,8/2/2021,8,2,2021,0
KNZ,8/3/2021,8,3,2021,0
KNZ,8/4/2021,8,4,2021,0
KNZ,8/5/2021,8,5,2021,0
KNZ,8/6/2021,8,6,2021,0
KNZ,8/7/2021,8,7,2021,0
KNZ,8/8/2021,8,8,2021,0
KNZ,8/9/2021,8,9,2021,0
KNZ,8/10/2021,8,10,2021,0
KNZ,8/11/2021,8,11,2021,0
KNZ,8/12/2021,8,12,2021,0
KNZ,8/13/2021,8,13,2021,4.1
KNZ,8/14/2021,8,14,2021,0
